CNIC,Caller Number,Activate At,CDR Number
97041152992,923690880,2019-03-14,923402501
97041152992,923690880,2019-03-14,923213367
23060702992,923767311,2019-09-13,923635916
23060702992,923767311,2019-09-13,923171675
11383845280,923273295,2019-01-25,923773319
11383845280,923273295,2019-01-25,923961248
90927568446,923440388,2019-03-28,923862220
90927568446,923440388,2019-03-28,923733129
85035484642,923818743,2019-05-01,923032155
85035484642,923818743,2019-05-01,923733933
45869416441,923308642,2019-09-12,923820287
45869416441,923308642,2019-09-12,923500108
98052057668,923928668,2019-06-21,923067012
98052057668,923928668,2019-06-21,923206017
60873088399,923381705,2019-06-06,923080033
60873088399,923381705,2019-06-06,923514196
67143124069,923359774,2019-04-10,923816063
67143124069,923359774,2019-04-10,923129437
58950546008,923370611,2019-02-07,923918594
58950546008,923370611,2019-02-07,923240122
27900836560,923279276,2019-04-21,923272009
27900836560,923279276,2019-04-21,923057787
88518789995,923367149,2019-03-23,923135597
88518789995,923367149,2019-03-23,923217505
22280060793,923799098,2019-10-05,923494163
22280060793,923799098,2019-10-05,923313291
96525238687,923917653,2019-06-05,923057988
96525238687,923917653,2019-06-05,923824901
60370632048,923850438,2019-01-09,923571575
60370632048,923850438,2019-01-09,923063482
75269707346,923459875,2019-10-26,923797205
75269707346,923459875,2019-10-26,923385879
41192880914,923688824,2019-03-21,923921571
41192880914,923688824,2019-03-21,923612507
19358672110,923025706,2019-07-28,923184592
19358672110,923025706,2019-07-28,923869593
33677668176,923406837,2019-06-10,923935918
33677668176,923406837,2019-06-10,923730288
48262032807,923078960,2019-08-02,923359988
48262032807,923078960,2019-08-02,923336904
21767347763,923245712,2019-10-16,923305418
21767347763,923245712,2019-10-16,923683639
20707310524,923077718,2019-11-17,923352118
20707310524,923077718,2019-11-17,923244874
51756418304,923116690,2019-06-26,923277153
51756418304,923116690,2019-06-26,923467041
31574632665,923718966,2019-12-10,923815503
31574632665,923718966,2019-12-10,923449437
93389691038,923987787,2019-03-25,923047114
93389691038,923987787,2019-03-25,923484155
21273486318,923445724,2019-12-25,923595998
21273486318,923445724,2019-12-25,923761014
33456816784,923996457,2019-08-09,923351817
33456816784,923996457,2019-08-09,923674337
78283972928,923188087,2019-03-21,923667647
78283972928,923188087,2019-03-21,923726224
44485780958,923943157,2019-10-03,923187011
44485780958,923943157,2019-10-03,923078960
25978402096,923869400,2019-11-28,923740471
25978402096,923869400,2019-11-28,923075226
63791776695,923532553,2019-12-11,923996457
63791776695,923532553,2019-12-11,923565028
87194301452,923858688,2019-09-20,923097181
87194301452,923858688,2019-09-20,923847254
44380911165,923437581,2019-05-03,923127452
44380911165,923437581,2019-05-03,923851795
88337736816,923752875,2019-08-16,923835124
88337736816,923752875,2019-08-16,923748692
24024940834,923401525,2019-07-14,923923902
24024940834,923401525,2019-07-14,923078483
86599310416,923203743,2019-01-09,923183238
86599310416,923203743,2019-01-09,923387563
99723659576,923829695,2019-08-22,923011822
99723659576,923829695,2019-08-22,923113542
33394945025,923715646,2019-11-08,923176547
33394945025,923715646,2019-11-08,923085999
20854559200,923869749,2019-10-08,923147385
20854559200,923869749,2019-10-08,923162440
28224436860,923823163,2019-11-21,923729569
28224436860,923823163,2019-11-21,923880119
14953135550,923350447,2019-12-29,923095305
14953135550,923350447,2019-12-29,923564847
83134704838,923778215,2019-02-09,923474424
83134704838,923778215,2019-02-09,923428824
16428270911,923429268,2019-03-27,923701699
16428270911,923429268,2019-03-27,923520028
25297360585,923780276,2019-07-15,923184145
25297360585,923780276,2019-07-15,923599341
49724602628,923194908,2019-02-20,923740471
49724602628,923194908,2019-02-20,923926121
61567109310,923979224,2019-11-20,923086496
61567109310,923979224,2019-11-20,923671592
11449386537,923275495,2019-12-04,923081952
11449386537,923275495,2019-12-04,923437673
75549918989,923456621,2019-02-03,923794192
75549918989,923456621,2019-02-03,923639060
96480066829,923667647,2019-03-02,923952634
96480066829,923667647,2019-03-02,923514754
98398465887,923117488,2019-10-08,923408259
98398465887,923117488,2019-10-08,923142036
31562393299,923585157,2019-07-20,923776953
31562393299,923585157,2019-07-20,923818437
98603364030,923083833,2019-06-04,923251082
98603364030,923083833,2019-06-04,923486525
24592386975,923475296,2019-05-07,923767311
24592386975,923475296,2019-05-07,923176626
97486989467,923663095,2019-04-20,923909737
97486989467,923663095,2019-04-20,923815503
83134760452,923599804,2019-03-27,923088064
83134760452,923599804,2019-03-27,923262164
78151304967,923285425,2019-04-14,923905646
78151304967,923285425,2019-04-14,923176476
59472581912,923502342,2019-08-14,923791302
59472581912,923502342,2019-08-14,923257330
99417900608,923673324,2019-07-20,923089824
99417900608,923673324,2019-07-20,923790016
39195541316,923699625,2019-07-24,923482748
39195541316,923699625,2019-07-24,923059914
46152065227,923121179,2019-03-11,923851161
46152065227,923121179,2019-03-11,923550796
52493321513,923105900,2019-10-18,923162890
52493321513,923105900,2019-10-18,923653189
98753015866,923850811,2019-11-04,923270888
98753015866,923850811,2019-11-04,923518771
31865464038,923921864,2019-09-09,923392801
31865464038,923921864,2019-09-09,923676731
77672857711,923769463,2019-02-24,923280168
77672857711,923769463,2019-02-24,923474805
50113937521,923481523,2019-04-06,923723041
50113937521,923481523,2019-04-06,923638799
13124992083,923603870,2019-11-16,923099687
13124992083,923603870,2019-11-16,923266320
30119307387,923187011,2019-11-21,923407054
30119307387,923187011,2019-11-21,923489117
64490682082,923133674,2019-05-18,923258546
64490682082,923133674,2019-05-18,923566446
56377012235,923609516,2019-11-20,923221504
56377012235,923609516,2019-11-20,923793911
95780509287,923768358,2019-10-30,923076307
95780509287,923768358,2019-10-30,923655789
14052415065,923403733,2019-08-25,923572481
14052415065,923403733,2019-08-25,923143855
25998730328,923939038,2019-09-02,923039821
25998730328,923939038,2019-09-02,923320952
92275601792,923216458,2019-09-12,923313268
92275601792,923216458,2019-09-12,923598549
98655537540,923380162,2019-01-30,923009301
98655537540,923380162,2019-01-30,923207488
99999529926,923924200,2019-06-21,923258410
99999529926,923924200,2019-06-21,923344395
92671651850,923855736,2019-06-30,923027501
92671651850,923855736,2019-06-30,923792527
84721531726,923007164,2019-02-10,923292283
84721531726,923007164,2019-02-10,923715646
87484091337,923220103,2019-07-14,923583030
87484091337,923220103,2019-07-14,923305418
37478356731,923933424,2019-01-18,923961248
37478356731,923933424,2019-01-18,923030654
53576236083,923204925,2019-04-18,923104781
53576236083,923204925,2019-04-18,923163465
10431076903,923623945,2019-11-18,923818128
10431076903,923623945,2019-11-18,923269633
58705000065,923857442,2019-01-02,923949508
58705000065,923857442,2019-01-02,923792425
23652403548,923419544,2019-05-31,923287843
23652403548,923419544,2019-05-31,923030654
53657321402,923646968,2019-04-13,923879353
53657321402,923646968,2019-04-13,923635170
60817551189,923158276,2019-08-01,923232053
60817551189,923158276,2019-08-01,923840745
76924103417,923931777,2019-07-23,923264966
76924103417,923931777,2019-07-23,923733955
87569955097,923256727,2019-01-24,923784049
87569955097,923256727,2019-01-24,923687290
54416372202,923613881,2019-01-19,923244968
54416372202,923613881,2019-01-19,923844141
12622613331,923982724,2019-05-10,923931118
12622613331,923982724,2019-05-10,923017744
71486497382,923859763,2019-03-19,923478087
71486497382,923859763,2019-03-19,923004578
61205905668,923072493,2019-10-02,923017744
61205905668,923072493,2019-10-02,923648220
85045119695,923120136,2019-05-21,923353251
85045119695,923120136,2019-05-21,923292355
22172591241,923474424,2019-08-21,923421768
22172591241,923474424,2019-08-21,923011984
17203030728,923716001,2019-06-13,923577977
17203030728,923716001,2019-06-13,923093349
62703303247,923262947,2019-02-23,923799011
62703303247,923262947,2019-02-23,923160670
25261648553,923915469,2019-02-21,923559827
25261648553,923915469,2019-02-21,923145281
97450181590,923852101,2019-07-22,923100075
97450181590,923852101,2019-07-22,923078546
93307901318,923449787,2019-05-24,923990518
93307901318,923449787,2019-05-24,923741833
32743762354,923967490,2019-07-02,923894062
32743762354,923967490,2019-07-02,923385592
69042632755,923550626,2019-03-08,923313291
69042632755,923550626,2019-03-08,923111760
35438515875,923673326,2019-08-05,923913648
35438515875,923673326,2019-08-05,923791302
23012596317,923024433,2019-12-31,923152084
23012596317,923024433,2019-12-31,923600026
88237796201,923716963,2019-02-09,923958218
88237796201,923716963,2019-02-09,923664404
90915663696,923573741,2019-05-14,923720149
90915663696,923573741,2019-05-14,923081959
17926173058,923728071,2019-10-19,923301623
17926173058,923728071,2019-10-19,923295730
88200629664,923867565,2019-06-11,923536421
88200629664,923867565,2019-06-11,923282525
64081911460,923388395,2019-04-14,923243472
64081911460,923388395,2019-04-14,923607623
78154572279,923772515,2019-12-20,923206017
78154572279,923772515,2019-12-20,923512222
22484980055,923529960,2019-12-24,923924292
22484980055,923529960,2019-12-24,923042702
33048129768,923209291,2019-07-22,923978195
33048129768,923209291,2019-07-22,923377791
22456703093,923150535,2019-07-23,923934859
22456703093,923150535,2019-07-23,923234132
83908298280,923886495,2019-03-13,923728995
83908298280,923886495,2019-03-13,923171763
82111999762,923367291,2019-04-02,923550975
82111999762,923367291,2019-04-02,923207139
14090222699,923341672,2019-12-09,923771147
14090222699,923341672,2019-12-09,923585848
12915667786,923660882,2019-10-24,923909737
12915667786,923660882,2019-10-24,923845549
90166753690,923513266,2019-07-05,923885359
90166753690,923513266,2019-07-05,923161662
42170737708,923591397,2019-01-26,923595998
42170737708,923591397,2019-01-26,923004581
48406243227,923046588,2019-08-14,923143666
48406243227,923046588,2019-08-14,923099283
65135275224,923273577,2019-02-15,923415176
65135275224,923273577,2019-02-15,923970775
72021748893,923602736,2019-05-11,923883246
72021748893,923602736,2019-05-11,923726733
17984133721,923913648,2019-04-04,923990012
17984133721,923913648,2019-04-04,923952784
59883206382,923210297,2019-07-24,923937680
59883206382,923210297,2019-07-24,923613833
36083880490,923549458,2019-07-09,923236406
36083880490,923549458,2019-07-09,923061005
67110377293,923546450,2019-03-16,923975114
67110377293,923546450,2019-03-16,923341073
27518826435,923764074,2019-08-18,923257316
27518826435,923764074,2019-08-18,923985799
97919276903,923745043,2019-05-22,923834500
97919276903,923745043,2019-05-22,923080929
88264149732,923892449,2019-05-12,923671260
88264149732,923892449,2019-05-12,923780007
74161965313,923433881,2019-07-08,923536138
74161965313,923433881,2019-07-08,923327530
63803396014,923841536,2019-05-10,923778577
63803396014,923841536,2019-05-10,923487691
14309885840,923572778,2019-04-04,923657272
14309885840,923572778,2019-04-04,923450403
18642868280,923375561,2019-06-18,923455650
18642868280,923375561,2019-06-18,923869254
27204327364,923227175,2019-07-03,923840363
27204327364,923227175,2019-07-03,923777679
39156948242,923572481,2019-01-08,923561057
39156948242,923572481,2019-01-08,923754015
25430445881,923305418,2019-03-30,923118617
25430445881,923305418,2019-03-30,923556171
76000740233,923117740,2019-12-05,923355758
76000740233,923117740,2019-12-05,923613881
77546116959,923956850,2019-10-29,923353145
77546116959,923956850,2019-10-29,923374851
85979751332,923935265,2019-09-29,923143855
85979751332,923935265,2019-09-29,923877127
96927065438,923160572,2019-09-07,923944786
96927065438,923160572,2019-09-07,923499146
98155143930,923575009,2019-11-10,923382345
98155143930,923575009,2019-11-10,923559689
71740036961,923644646,2019-01-17,923735045
71740036961,923644646,2019-01-17,923338242
76024122952,923860050,2019-11-23,923141334
76024122952,923860050,2019-11-23,923296003
78185426587,923241452,2019-08-08,923256876
78185426587,923241452,2019-08-08,923489476
86097317061,923714149,2019-01-13,923423738
86097317061,923714149,2019-01-13,923701479
75856458035,923251379,2019-06-18,923987628
75856458035,923251379,2019-06-18,923080739
56427624511,923762217,2019-06-06,923761014
56427624511,923762217,2019-06-06,923312914
31148520016,923793251,2019-01-03,923944786
31148520016,923793251,2019-01-03,923196535
73897609672,923750081,2019-11-25,923012205
73897609672,923750081,2019-11-25,923966156
26476329973,923326274,2019-01-08,923100693
26476329973,923326274,2019-01-08,923255483
92135108752,923602022,2019-09-10,923583716
92135108752,923602022,2019-09-10,923898341
72662717609,923978087,2019-07-27,923942992
72662717609,923978087,2019-07-27,923762217
47719239962,923096309,2019-11-02,923191622
47719239962,923096309,2019-11-02,923596942
55949067362,923291933,2019-07-19,923525010
55949067362,923291933,2019-07-19,923809252
40508868238,923000153,2019-11-16,923407189
40508868238,923000153,2019-11-16,923830225
37530334121,923337214,2019-07-23,923005539
37530334121,923337214,2019-07-23,923730288
63805350914,923297897,2019-01-17,923957021
63805350914,923297897,2019-01-17,923666468
29604831600,923817223,2019-08-17,923744905
29604831600,923817223,2019-08-17,923291457
72701272558,923647802,2019-06-25,923766392
72701272558,923647802,2019-06-25,923466297
87911179402,923827140,2019-10-15,923603436
87911179402,923827140,2019-10-15,923518050
35563464144,923856178,2019-02-24,923267507
35563464144,923856178,2019-02-24,923119633
55886666131,923007601,2019-10-12,923261255
55886666131,923007601,2019-10-12,923845244
59777030141,923912321,2019-09-01,923604239
59777030141,923912321,2019-09-01,923375233
90111492379,923762504,2019-06-27,923677276
90111492379,923762504,2019-06-27,923773319
31336569427,923665396,2019-12-26,923814583
31336569427,923665396,2019-12-26,923637955
29930974481,923365458,2019-07-20,923632722
29930974481,923365458,2019-07-20,923992259
31873771492,923363042,2019-01-17,923729120
31873771492,923363042,2019-01-17,923778577
85601881242,923802687,2019-06-04,923996573
85601881242,923802687,2019-06-04,923429650
87087562671,923050584,2019-07-27,923359937
87087562671,923050584,2019-07-27,923472852
52688834993,923460633,2019-01-25,923693614
52688834993,923460633,2019-01-25,923556141
57872276582,923671543,2019-02-10,923698616
57872276582,923671543,2019-02-10,923367748
21726494913,923952634,2019-03-26,923259912
21726494913,923952634,2019-03-26,923105184
28428180971,923105184,2019-06-13,923273692
28428180971,923105184,2019-06-13,923690970
41122562951,923416739,2019-08-05,923926808
41122562951,923416739,2019-08-05,923186880
13711343924,923954258,2019-07-29,923168103
13711343924,923954258,2019-07-29,923200498
54946555407,923946965,2019-08-16,923422356
54946555407,923946965,2019-08-16,923610667
37787662176,923097763,2019-05-05,923040337
37787662176,923097763,2019-05-05,923859331
48643188933,923646364,2019-04-02,923505464
48643188933,923646364,2019-04-02,923158276
36434733951,923394032,2019-01-12,923427339
36434733951,923394032,2019-01-12,923058470
47946022205,923143221,2019-04-28,923263242
47946022205,923143221,2019-04-28,923726976
72852821561,923652318,2019-10-31,923906444
72852821561,923652318,2019-10-31,923053293
61434508793,923330728,2019-03-12,923000707
61434508793,923330728,2019-03-12,923106380
18799645047,923482748,2019-02-20,923292662
18799645047,923482748,2019-02-20,923040362
16005946661,923939857,2019-02-17,923553262
16005946661,923939857,2019-02-17,923140281
48551727076,923533417,2019-01-15,923757841
48551727076,923533417,2019-01-15,923285425
24989162377,923545994,2019-08-13,923638599
24989162377,923545994,2019-08-13,923645069
32852912795,923123730,2019-12-05,923988610
32852912795,923123730,2019-12-05,923513187
43622575549,923819587,2019-10-03,923470886
43622575549,923819587,2019-10-03,923836766
47846414543,923513791,2019-04-03,923169059
47846414543,923513791,2019-04-03,923176476
82830147536,923401903,2019-08-12,923879008
82830147536,923401903,2019-08-12,923052529
37977783295,923999129,2019-05-06,923333123
37977783295,923999129,2019-05-06,923442877
43529147637,923637271,2019-03-02,923340614
43529147637,923637271,2019-03-02,923726732
82563153157,923928054,2019-07-18,923596503
82563153157,923928054,2019-07-18,923569123
48505896555,923200498,2019-03-23,923847936
48505896555,923200498,2019-03-23,923975114
48266151756,923005739,2019-12-20,923893314
48266151756,923005739,2019-12-20,923508350
11390682666,923508288,2019-04-22,923427479
11390682666,923508288,2019-04-22,923422770
93795573099,923568148,2019-04-06,923660282
93795573099,923568148,2019-04-06,923365300
28113825295,923359123,2019-12-05,923273692
28113825295,923359123,2019-12-05,923491414
74889201785,923066018,2019-08-22,923213710
74889201785,923066018,2019-08-22,923688691
49185020628,923193535,2019-05-26,923384784
49185020628,923193535,2019-05-26,923183752
79815754724,923078483,2019-07-02,923662166
79815754724,923078483,2019-07-02,923736051
77161092160,923777038,2019-06-19,923135227
77161092160,923777038,2019-06-19,923218171
37262097309,923118041,2019-08-14,923035237
37262097309,923118041,2019-08-14,923804871
79733313043,923446254,2019-11-03,923321245
79733313043,923446254,2019-11-03,923659592
42178665879,923072281,2019-06-23,923667060
42178665879,923072281,2019-06-23,923559740
61992839044,923175765,2019-10-12,923970775
61992839044,923175765,2019-10-12,923883151
71147383005,923697574,2019-12-24,923157962
71147383005,923697574,2019-12-24,923571192
91598183167,923171763,2019-10-05,923267278
91598183167,923171763,2019-10-05,923341672
52565512069,923300863,2019-10-31,923929352
52565512069,923300863,2019-10-31,923852101
28857578482,923845674,2019-04-08,923970384
28857578482,923845674,2019-04-08,923595998
49490269145,923757572,2019-03-23,923523377
49490269145,923757572,2019-03-23,923389470
90556546779,923608355,2019-01-12,923189695
90556546779,923608355,2019-01-12,923967490
52665738448,923112624,2019-04-21,923531313
52665738448,923112624,2019-04-21,923991660
34318135850,923608587,2019-02-08,923107832
34318135850,923608587,2019-02-08,923041458
49699915892,923275040,2019-03-14,923793477
49699915892,923275040,2019-03-14,923648115
22873913379,923461998,2019-06-12,923540229
22873913379,923461998,2019-06-12,923222510
73396214019,923978812,2019-10-12,923318278
73396214019,923978812,2019-10-12,923420291
20494915490,923436655,2019-01-11,923700375
20494915490,923436655,2019-01-11,923257720
16257314309,923685626,2019-11-04,923725506
16257314309,923685626,2019-11-04,923950124
27396995380,923156386,2019-01-18,923040629
27396995380,923156386,2019-01-18,923119633
86922599218,923122103,2019-01-11,923985999
86922599218,923122103,2019-01-11,923855860
54140857518,923147825,2019-11-19,923573265
54140857518,923147825,2019-11-19,923478374
65387909877,923240544,2019-07-20,923891347
65387909877,923240544,2019-07-20,923270183
39904168853,923989439,2019-05-22,923691738
39904168853,923989439,2019-05-22,923122419
36204069418,923635916,2019-12-28,923098290
36204069418,923635916,2019-12-28,923946748
66651377937,923287792,2019-03-15,923072103
66651377937,923287792,2019-03-15,923553930
62455365382,923941386,2019-02-12,923808881
62455365382,923941386,2019-02-12,923135597
12462705515,923984357,2019-10-03,923200184
12462705515,923984357,2019-10-03,923271507
98639742080,923927863,2019-10-21,923941182
98639742080,923927863,2019-10-21,923256439
26511233284,923775512,2019-11-16,923254707
26511233284,923775512,2019-11-16,923027172
32212474335,923373064,2019-06-13,923186298
32212474335,923373064,2019-06-13,923495266
82395640525,923913882,2019-11-19,923049571
82395640525,923913882,2019-11-19,923852899
77688463422,923240122,2019-08-30,923140780
77688463422,923240122,2019-08-30,923882473
97980950426,923142859,2019-09-12,923106717
97980950426,923142859,2019-09-12,923088264
46751226673,923215486,2019-09-29,923356952
46751226673,923215486,2019-09-29,923763168
78071338328,923130320,2019-07-25,923431158
78071338328,923130320,2019-07-25,923415176
44666483357,923618051,2019-05-17,923121179
44666483357,923618051,2019-05-17,923433202
21842868328,923560989,2019-11-15,923404741
21842868328,923560989,2019-11-15,923160572
49260436538,923457368,2019-05-03,923408432
49260436538,923457368,2019-05-03,923287108
39908058371,923620879,2019-04-15,923888603
39908058371,923620879,2019-04-15,923421494
50004190935,923475373,2019-06-15,923168316
50004190935,923475373,2019-06-15,923784503
42730745941,923266320,2019-11-29,923941021
42730745941,923266320,2019-11-29,923879707
81740823052,923824636,2019-03-19,923229834
81740823052,923824636,2019-03-19,923075168
64002505236,923795481,2019-12-01,923654794
64002505236,923795481,2019-12-01,923229660
86843694347,923951220,2019-06-15,923264072
86843694347,923951220,2019-06-15,923058470
65918616257,923959152,2019-07-09,923877169
65918616257,923959152,2019-07-09,923650730
30874538184,923083321,2019-12-21,923413632
30874538184,923083321,2019-12-21,923319107
25142421180,923610667,2019-12-03,923284599
25142421180,923610667,2019-12-03,923994990
18839610443,923220434,2019-03-30,923989194
18839610443,923220434,2019-03-30,923495850
87268897820,923519740,2019-06-28,923463571
87268897820,923519740,2019-06-28,923248945
28304023656,923492298,2019-08-09,923523377
28304023656,923492298,2019-08-09,923675944
78529432462,923086996,2019-02-19,923515729
78529432462,923086996,2019-02-19,923564987
33839740411,923015434,2019-03-15,923579428
33839740411,923015434,2019-03-15,923389030
20659526946,923660222,2019-12-01,923741912
20659526946,923660222,2019-12-01,923345379
37447586470,923841193,2019-12-05,923343938
37447586470,923841193,2019-12-05,923560957
49666252044,923762019,2019-05-21,923791985
49666252044,923762019,2019-05-21,923510230
64392781885,923472852,2019-11-16,923117488
64392781885,923472852,2019-11-16,923667834
56277855676,923088979,2019-01-26,923665047
56277855676,923088979,2019-01-26,923353453
80976442780,923316653,2019-08-04,923391875
80976442780,923316653,2019-08-04,923099079
36069321705,923520028,2019-11-08,923616513
36069321705,923520028,2019-11-08,923176476
73897978567,923086548,2019-05-02,923289112
73897978567,923086548,2019-05-02,923251201
40643824247,923051357,2019-06-02,923982724
40643824247,923051357,2019-06-02,923019953
95430499887,923757768,2019-06-23,923337442
95430499887,923757768,2019-06-23,923774224
32583776168,923752361,2019-11-24,923327665
32583776168,923752361,2019-11-24,923746461
47963257604,923893246,2019-02-16,923507316
47963257604,923893246,2019-02-16,923572481
10946190431,923012205,2019-04-12,923893130
10946190431,923012205,2019-04-12,923349774
36559661508,923848476,2019-04-21,923950124
36559661508,923848476,2019-04-21,923908314
98688193382,923781413,2019-04-21,923868411
98688193382,923781413,2019-04-21,923802687
44967785935,923627155,2019-01-05,923996780
44967785935,923627155,2019-01-05,923096679
56080361631,923890202,2019-09-10,923934231
56080361631,923890202,2019-09-10,923079598
97548599806,923515729,2019-09-14,923007601
97548599806,923515729,2019-09-14,923388202
46674219356,923671678,2019-02-10,923130226
46674219356,923671678,2019-02-10,923367056
41588289357,923182482,2019-04-13,923631710
41588289357,923182482,2019-04-13,923745043
10163216542,923056814,2019-01-17,923065311
10163216542,923056814,2019-01-17,923912725
57454503470,923165771,2019-05-26,923802116
57454503470,923165771,2019-05-26,923338267
27185391394,923259207,2019-01-06,923056590
27185391394,923259207,2019-01-06,923142036
76857578657,923636652,2019-07-03,923034033
76857578657,923636652,2019-07-03,923711442
99791128058,923174749,2019-11-21,923200074
99791128058,923174749,2019-11-21,923574105
18104525705,923200056,2019-03-16,923695870
18104525705,923200056,2019-03-16,923400464
85750617569,923631666,2019-07-10,923076963
85750617569,923631666,2019-07-10,923961576
98519823083,923106380,2019-04-07,923517518
98519823083,923106380,2019-04-07,923693614
43193456259,923774912,2019-04-23,923472981
43193456259,923774912,2019-04-23,923500634
51741284036,923195616,2019-02-13,923905472
51741284036,923195616,2019-02-13,923905452
90207671788,923502523,2019-06-13,923862707
90207671788,923502523,2019-06-13,923886595
91735869870,923547767,2019-10-30,923473478
91735869870,923547767,2019-10-30,923530696
34687367292,923666670,2019-09-06,923790520
34687367292,923666670,2019-09-06,923176626
19311505366,923065779,2019-03-28,923511973
19311505366,923065779,2019-03-28,923215486
38703623955,923847254,2019-07-17,923780159
38703623955,923847254,2019-07-17,923279276
81035870420,923314172,2019-03-09,923616705
81035870420,923314172,2019-03-09,923248837
37222442146,923157633,2019-10-02,923979109
37222442146,923157633,2019-10-02,923330454
94409633544,923590101,2019-02-20,923352118
94409633544,923590101,2019-02-20,923258546
78682294269,923608791,2019-06-03,923532786
78682294269,923608791,2019-06-03,923397470
13349461008,923313361,2019-06-05,923244968
13349461008,923313361,2019-06-05,923164078
61748743206,923842474,2019-03-31,923086530
61748743206,923842474,2019-03-31,923936319
78308958214,923239091,2019-10-19,923636652
78308958214,923239091,2019-10-19,923744968
52661198304,923389235,2019-04-24,923873822
52661198304,923389235,2019-04-24,923532553
79230950914,923553262,2019-08-27,923065301
79230950914,923553262,2019-08-27,923590101
72851254276,923204777,2019-01-17,923612342
72851254276,923204777,2019-01-17,923703714
60612658251,923356686,2019-07-13,923212481
60612658251,923356686,2019-07-13,923582261
74828132945,923770049,2019-10-23,923314172
74828132945,923770049,2019-10-23,923731409
55243366009,923400464,2019-12-03,923913570
55243366009,923400464,2019-12-03,923517851
70450898060,923050194,2019-06-21,923898516
70450898060,923050194,2019-06-21,923754015
39508003508,923736617,2019-11-27,923857954
39508003508,923736617,2019-11-27,923922325
95099306836,923313268,2019-10-31,923255196
95099306836,923313268,2019-10-31,923934991
71995415311,923306009,2019-03-18,923080929
71995415311,923306009,2019-03-18,923987904
77960844914,923838418,2019-09-26,923132197
77960844914,923838418,2019-09-26,923264072
65520445897,923040119,2019-05-20,923672185
65520445897,923040119,2019-05-20,923664600
41483773039,923778096,2019-10-24,923360779
41483773039,923778096,2019-10-24,923501726
91368335254,923214801,2019-08-01,923579748
91368335254,923214801,2019-08-01,923305668
39751521212,923213893,2019-06-02,923281212
39751521212,923213893,2019-06-02,923915357
46795087271,923484249,2019-05-21,923705913
46795087271,923484249,2019-05-21,923866107
18291345618,923263922,2019-07-24,923174085
18291345618,923263922,2019-07-24,923601291
90052311683,923031015,2019-05-07,923311207
90052311683,923031015,2019-05-07,923565368
34350336763,923604099,2019-09-29,923988812
34350336763,923604099,2019-09-29,923538988
20324228934,923264134,2019-05-11,923835120
20324228934,923264134,2019-05-11,923047784
17168159029,923964605,2019-08-18,923437581
17168159029,923964605,2019-08-18,923665917
97435462061,923768594,2019-10-07,923027142
97435462061,923768594,2019-10-07,923234439
99739642540,923129007,2019-01-20,923372831
99739642540,923129007,2019-01-20,923900709
95382926878,923390419,2019-06-29,923810721
95382926878,923390419,2019-06-29,923936094
61114229243,923687789,2019-10-01,923282525
61114229243,923687789,2019-10-01,923468713
49745797012,923879575,2019-08-31,923909737
49745797012,923879575,2019-08-31,923517851
83783606848,923442433,2019-01-21,923852899
83783606848,923442433,2019-01-21,923245102
64715309022,923215757,2019-08-24,923325735
64715309022,923215757,2019-08-24,923879088
78102166226,923746419,2019-08-08,923958462
78102166226,923746419,2019-08-08,923041257
19391635418,923387807,2019-12-11,923630646
19391635418,923387807,2019-12-11,923410379
22879075197,923691738,2019-11-11,923542098
22879075197,923691738,2019-11-11,923739542
71830630074,923086275,2019-06-29,923157270
71830630074,923086275,2019-06-29,923212481
57808401904,923657272,2019-12-10,923868159
57808401904,923657272,2019-12-10,923670108
62843529304,923907323,2019-10-19,923637553
62843529304,923907323,2019-10-19,923464028
18437916283,923816899,2019-09-19,923031972
18437916283,923816899,2019-09-19,923144644
31070123951,923364469,2019-07-28,923578654
31070123951,923364469,2019-07-28,923017820
31898678571,923674815,2019-02-25,923988610
31898678571,923674815,2019-02-25,923364681
44667377919,923007109,2019-03-28,923099687
44667377919,923007109,2019-03-28,923396847
16767788379,923875032,2019-04-10,923155603
16767788379,923875032,2019-04-10,923340854
36173960409,923159644,2019-09-01,923561307
36173960409,923159644,2019-09-01,923406539
50823630313,923953720,2019-12-30,923627987
50823630313,923953720,2019-12-30,923474424
91962293067,923522926,2019-04-08,923172898
91962293067,923522926,2019-04-08,923363500
28362032362,923631710,2019-04-26,923692313
28362032362,923631710,2019-04-26,923780470
46644088335,923652600,2019-02-18,923205183
46644088335,923652600,2019-02-18,923092075
86638202584,923144596,2019-03-25,923908891
86638202584,923144596,2019-03-25,923916897
38779850373,923814583,2019-04-14,923469962
38779850373,923814583,2019-04-14,923542857
68791917866,923139609,2019-04-30,923132105
68791917866,923139609,2019-04-30,923449094
79936971783,923701824,2019-04-04,923109277
79936971783,923701824,2019-04-04,923067012
45585586673,923039343,2019-05-14,923547322
45585586673,923039343,2019-05-14,923417172
18839080334,923023126,2019-04-19,923278954
18839080334,923023126,2019-04-19,923562524
79551797800,923923213,2019-04-04,923021023
79551797800,923923213,2019-04-04,923744968
86384805302,923407429,2019-08-25,923944176
86384805302,923407429,2019-08-25,923901200
50846553487,923930888,2019-11-27,923896532
50846553487,923930888,2019-11-27,923215778
61156541386,923752387,2019-03-02,923538928
61156541386,923752387,2019-03-02,923530202
47572336002,923313158,2019-06-20,923209242
47572336002,923313158,2019-06-20,923193450
49490230109,923981038,2019-03-23,923106777
49490230109,923981038,2019-03-23,923256727
