CNIC,CDR Number
34350336763,923988812
34350336763,923538988
20324228934,923835120
20324228934,923047784
17168159029,923437581
17168159029,923665917
97435462061,923027142
97435462061,923234439
99739642540,923372831
99739642540,923900709
95382926878,923810721
95382926878,923936094
61114229243,923282525
61114229243,923468713
49745797012,923909737
49745797012,923517851
83783606848,923852899
83783606848,923245102
64715309022,923325735
64715309022,923879088
78102166226,923958462
78102166226,923041257
19391635418,923630646
19391635418,923410379
22879075197,923542098
22879075197,923739542
71830630074,923157270
71830630074,923212481
57808401904,923868159
57808401904,923670108
62843529304,923637553
62843529304,923464028
18437916283,923031972
18437916283,923144644
31070123951,923578654
31070123951,923017820
31898678571,923988610
31898678571,923364681
44667377919,923099687
44667377919,923396847
16767788379,923155603
16767788379,923340854
36173960409,923561307
36173960409,923406539
50823630313,923627987
50823630313,923474424
91962293067,923172898
91962293067,923363500
28362032362,923692313
28362032362,923780470
46644088335,923205183
46644088335,923092075
86638202584,923908891
86638202584,923916897
38779850373,923469962
38779850373,923542857
68791917866,923132105
68791917866,923449094
79936971783,923109277
79936971783,923067012
45585586673,923547322
45585586673,923417172
18839080334,923278954
18839080334,923562524
79551797800,923021023
79551797800,923744968
86384805302,923944176
86384805302,923901200
50846553487,923896532
50846553487,923215778
61156541386,923538928
61156541386,923530202
47572336002,923209242
47572336002,923193450
49490230109,923106777
49490230109,923256727
59583499550,923440905
59583499550,923190275
50408729183,923560983
50408729183,923948701
23702378459,923433686
23702378459,923922325
56640181913,923985185
56640181913,923001808
70908741443,923911740
70908741443,923585490
44007702426,923988812
44007702426,923548842
55806556019,923239944
55806556019,923978195
12658148342,923686806
12658148342,923007109
32252929352,923358756
32252929352,923087943
24675082614,923305668
24675082614,923255055
69532228429,923364469
69532228429,923520992
33143179612,923777679
33143179612,923876286
97962963295,923067490
97962963295,923255196
14406845787,923660384
14406845787,923117367
31648817885,923812266
31648817885,923646862
28504087666,923008804
28504087666,923237498
71480513649,923623392
71480513649,923914763
10142113345,923546811
10142113345,923987904
92299491008,923142928
92299491008,923697295
33852637168,923600026
33852637168,923943931
82867206202,923806154
82867206202,923246152
83266067081,923270041
83266067081,923466862
47910474399,923996930
47910474399,923195616
51065834774,923346008
51065834774,923923161
41203731932,923663095
41203731932,923211776
20999045505,923891347
20999045505,923745367
26700781832,923585547
26700781832,923462464
66808458839,923149525
66808458839,923536920
74785522805,923136325
74785522805,923317383
28309294045,923526263
28309294045,923143221
31317067048,923860731
31317067048,923031271
39935981073,923964418
39935981073,923683977
81503692850,923864799
81503692850,923600270
50733630570,923114324
50733630570,923654172
96094071482,923334270
96094071482,923444649
82555194755,923017820
82555194755,923284256
26325218270,923684546
26325218270,923389030
46458610662,923109857
46458610662,923939260
59366568905,923619721
59366568905,923626932
90172628933,923080883
90172628933,923732677
52886231211,923027550
52886231211,923652283
53815302246,923726182
53815302246,923503846
60877534804,923008804
60877534804,923251678
99805794951,923461174
99805794951,923754721
71485408579,923515447
71485408579,923080033
76122334774,923875786
76122334774,923114334
39134486306,923670386
39134486306,923873316
81240070549,923133674
81240070549,923073184
24352573382,923028574
24352573382,923114274
81515306730,923047412
81515306730,923412465
29424974729,923625338
29424974729,923039054
82648810869,923536920
82648810869,923960833
43918938111,923616705
43918938111,923413051
54814997088,923084590
54814997088,923612507
13332299899,923538461
13332299899,923286082
16583801128,923417245
16583801128,923564987
58736581537,923596942
58736581537,923571490
19847044183,923458360
19847044183,923092336
50614348274,923027550
50614348274,923271048
18066998836,923994663
18066998836,923202537
15251872803,923081644
15251872803,923599536
93085859837,923311931
93085859837,923283200
39786273200,923604745
39786273200,923824800
15190825031,923584822
15190825031,923662166
22877573312,923466765
22877573312,923317511
20516204988,923893130
20516204988,923482748
79219926717,923131953
79219926717,923824901
97820416406,923542098
97820416406,923370350
23359976299,923181625
23359976299,923604745
76754178266,923603436
76754178266,923668455
42170148681,923566432
42170148681,923693614
41386148285,923274915
41386148285,923612342
60556638301,923716111
60556638301,923175080
51373547814,923098617
51373547814,923858688
20922015686,923300863
20922015686,923017043
44602508241,923958998
44602508241,923958068
48664333220,923595998
48664333220,923767706
47020602747,923568152
47020602747,923076307
92568468718,923427573
92568468718,923971030
22926647994,923184947
22926647994,923599804
39421968592,923658530
39421968592,923004668
49395606575,923145676
49395606575,923820287
83418885403,923823424
83418885403,923437673
38192114576,923088105
38192114576,923429244
32129529040,923487691
32129529040,923204913
56096072749,923393954
56096072749,923204913
65977476449,923845200
65977476449,923592084
30736899237,923938790
30736899237,923676529
89683147693,923219007
89683147693,923946748
49382504313,923488300
49382504313,923484296
42408884453,923736526
42408884453,923692789
77280192122,923512222
77280192122,923526282
37204372310,923402501
37204372310,923182439
46902940708,923704709
46902940708,923046637
49478957166,923720831
49478957166,923996573
84431966780,923912951
84431966780,923136840
48366668521,923802687
48366668521,923548842
88376827522,923284599
88376827522,923616106
88741365280,923730288
88741365280,923165310
70840080727,923080709
70840080727,923716111
79906079868,923024224
79906079868,923393867
40784884419,923604239
40784884419,923061357
35669504434,923302333
35669504434,923253751
33928210669,923442271
33928210669,923277153
81749991644,923844589
81749991644,923028917
73540125502,923256881
73540125502,923024433
43612222982,923654172
43612222982,923457740
28529635389,923782670
28529635389,923048390
44190964042,923707014
44190964042,923048393
77267384860,923377791
77267384860,923850811
86701267999,923074821
86701267999,923280168
23830756440,923728643
23830756440,923065779
77532141426,923318278
77532141426,923119919
20917328718,923726732
20917328718,923229612
13835131302,923170846
13835131302,923214801
81530494396,923856178
81530494396,923652363
12748910084,923013258
12748910084,923204925
73874885774,923609203
73874885774,923740390
37129608809,923102063
37129608809,923375561
12996975351,923724738
12996975351,923278408
70941028567,923355208
70941028567,923639713
33944973822,923327434
33944973822,923752989
39448175695,923552209
39448175695,923683639
87021856186,923671592
87021856186,923365551
77897013836,923407646
77897013836,923080709
64253667103,923141504
64253667103,923355247
20717372912,923719295
20717372912,923755623
18344512984,923421260
18344512984,923395931
47747704131,923083321
47747704131,923912274
19065800614,923203789
19065800614,923006672
13989874004,923325110
13989874004,923018089
28365392978,923024150
28365392978,923145622
43874640769,923533417
43874640769,923141225
61529824209,923319363
61529824209,923449437
38145318759,923864036
38145318759,923374195
18879870523,923531307
18879870523,923729865
89029098182,923561786
89029098182,923836632
29034931647,923571490
29034931647,923945863
75266414301,923534194
75266414301,923682966
73280539525,923274895
73280539525,923965609
84832508838,923047243
84832508838,923667060
94542687661,923989439
94542687661,923344395
34575521600,923958347
34575521600,923476016
73702239289,923623040
73702239289,923290406
82125655333,923565904
82125655333,923132579
20496689548,923190051
20496689548,923987561
19396786556,923715570
19396786556,923321225
51087125566,923572128
51087125566,923948206
18262522653,923476016
18262522653,923389023
50491561266,923358352
50491561266,923850421
10276639561,923323891
10276639561,923799922
42928650143,923012067
42928650143,923365458
93606776823,923407646
93606776823,923133072
26494549002,923079467
26494549002,923380760
71726805373,923547513
71726805373,923564987
32032619674,923325677
32032619674,923215978
70099579836,923100014
70099579836,923115782
90580133816,923978320
90580133816,923235620
70699355353,923115294
70699355353,923361076
52176220862,923777023
52176220862,923659592
64621007922,923305589
64621007922,923404873
60640839492,923636567
60640839492,923611128
49378441139,923675944
49378441139,923043927
20455434041,923469439
20455434041,923879231
78435953170,923067566
78435953170,923833708
81374137760,923224776
81374137760,923251070
45005324985,923912951
45005324985,923476197
38692923199,923923431
38692923199,923066018
75355535194,923473478
75355535194,923228316
79444758117,923244915
79444758117,923278954
99993647059,923056814
99993647059,923006387
46239765411,923659820
46239765411,923537100
67369442846,923701824
67369442846,923871849
83528369964,923634854
83528369964,923408948
23434487967,923353145
23434487967,923550337
42555907512,923522207
42555907512,923629753
61902691470,923604622
61902691470,923270842
33614041752,923304431
33614041752,923861821
40498083327,923265438
40498083327,923340206
70397947724,923464964
70397947724,923311568
89793143479,923079276
89793143479,923770049
63108978008,923140047
63108978008,923924295
60936294662,923005539
60936294662,923306839
49662989544,923350447
49662989544,923096954
87959096738,923608207
87959096738,923105900
17338745020,923226094
17338745020,923363500
79685804725,923406837
79685804725,923908028
74003545064,923896585
74003545064,923373675
42317801221,923141081
42317801221,923962828
84160234977,923784103
84160234977,923024203
42252696562,923114932
42252696562,923536421
95856224251,923426822
95856224251,923714149
15822882068,923305668
15822882068,923138222
23487969968,923599942
23487969968,923012831
48996171500,923537334
48996171500,923777038
64099171975,923171780
64099171975,923365302
78250260806,923525677
78250260806,923464028
62168255086,923672187
62168255086,923566440
45976121266,923538126
45976121266,923728693
66384561153,923273884
66384561153,923816899
38905449417,923090901
38905449417,923794259
14286774818,923050389
14286774818,923582475
84843601559,923082102
84843601559,923981672
97335008896,923170846
97335008896,923318946
27021356985,923687290
27021356985,923962647
24655783851,923526241
24655783851,923518156
15402955772,923614780
15402955772,923139609
21573068974,923449094
21573068974,923685603
55109476909,923903575
55109476909,923259207
51857459957,923210623
51857459957,923890223
53399924085,923926627
53399924085,923829526
87524258424,923256439
87524258424,923321233
14772745563,923047287
14772745563,923040362
39077375751,923578551
39077375751,923669073
98072915514,923402501
98072915514,923116043
19165718809,923788134
19165718809,923553262
64225965059,923642537
64225965059,923200587
41928438642,923476016
41928438642,923617516
79057325155,923305589
79057325155,923266503
57896714964,923635916
57896714964,923522337
71020765863,923692407
71020765863,923141225
84654456411,923172827
84654456411,923692815
29560651816,923997039
29560651816,923838418
79229442229,923414510
79229442229,923026477
90276327507,923946192
90276327507,923393867
83951250067,923496748
83951250067,923067619
63488490750,923733828
63488490750,923391759
11670792369,923272009
11670792369,923488916
49727325787,923468891
49727325787,923593123
45232231267,923246178
45232231267,923665036
24652628741,923078546
24652628741,923534672
27744540147,923517851
27744540147,923380121
30180621972,923259207
30180621972,923981282
20864452553,923827858
20864452553,923017820
46321086137,923365458
46321086137,923200825
54328005264,923063303
54328005264,923157270
77961410733,923122103
77961410733,923305589
64139846472,923015434
64139846472,923261255
49409649639,923314500
49409649639,923013637
44080705481,923460600
44080705481,923617516
53704987514,923055906
53704987514,923819712
58605228016,923515729
58605228016,923934991
73978911186,923112200
73978911186,923958462
38212375186,923736617
38212375186,923382218
18314433789,923008260
18314433789,923899404
31957827907,923477079
31957827907,923619551
72037236689,923694995
72037236689,923139780
87983566394,923778577
87983566394,923687635
73413046853,923377511
73413046853,923503094
76681592532,923219007
76681592532,923163580
41073803561,923335591
41073803561,923436024
11625186483,923265438
11625186483,923484460
24013520002,923858668
24013520002,923271165
62134633776,923554145
62134633776,923589068
28724955804,923793477
28724955804,923400952
51017927130,923088376
51017927130,923827702
44080636596,923236648
44080636596,923763256
41158528029,923033978
41158528029,923157418
24623421200,923380115
24623421200,923528853
15090914437,923927863
15090914437,923113542
64374884524,923400464
64374884524,923103529
71091625402,923768358
71091625402,923711833
83142226370,923509658
83142226370,923784756
64360173044,923417912
64360173044,923665831
60574236262,923512595
60574236262,923424941
81815156232,923502523
81815156232,923226325
20186488399,923193450
20186488399,923682668
61500239262,923308642
61500239262,923136325
19440686926,923533097
19440686926,923723975
40839844875,923423241
40839844875,923054011
64832904954,923515760
64832904954,923473288
24633085742,923515859
24633085742,923313465
69453406420,923174190
69453406420,923627155
63122621353,923262186
63122621353,923140403
90684266169,923943665
90684266169,923094969
10463179322,923178066
10463179322,923491258
29288375427,923776028
29288375427,923151429
33496682054,923440848
33496682054,923602733
70245321958,923864856
70245321958,923123005
55411981239,923193518
55411981239,923165092
67124135110,923217753
67124135110,923668930
96550074521,923670379
96550074521,923387807
95146933141,923890706
95146933141,923954390
87081534929,923832501
87081534929,923851161
69314601466,923140280
69314601466,923112624
71277055740,923479293
71277055740,923150359
72915627275,923745043
72915627275,923432087
63794700577,923272723
63794700577,923397696
64840831541,923685120
64840831541,923472709
41149279029,923472093
41149279029,923618045
59425933921,923668769
59425933921,923191132
82316175611,923165771
82316175611,923376891
72427166215,923044659
72427166215,923387439
94644234680,923846586
94644234680,923757572
92368346871,923031849
92368346871,923645266
35066106479,923569493
35066106479,923808881
21717292971,923456951
21717292971,923701353
63605475269,923506186
63605475269,923728071
40605794656,923932181
40605794656,923498041
61872320903,923380335
61872320903,923198357
50733156787,923152084
50733156787,923990447
68447933725,923769463
68447933725,923739542
69653655394,923112624
69653655394,923665410
82424518811,923073184
82424518811,923041863
92255784971,923012205
92255784971,923611608
33599307789,923751681
33599307789,923133013
31541535119,923729120
31541535119,923538928
70283638570,923140047
70283638570,923881625
63648620298,923899919
63648620298,923513791
19552705850,923316653
19552705850,923844141
77219279211,923400464
77219279211,923210623
43684928731,923825838
43684928731,923104994
99279948796,923055475
99279948796,923098158
30446786195,923597317
30446786195,923063303
84177938611,923471866
84177938611,923961248
46965420011,923307635
46965420011,923719534
67425329748,923600270
67425329748,923033784
20711318754,923057787
20711318754,923398923
52747625169,923474424
52747625169,923017315
50359894855,923923285
50359894855,923619721
36368426476,923914634
36368426476,923248837
19900949666,923107408
19900949666,923132989
38466272702,923897762
38466272702,923958218
52320928081,923386674
52320928081,923737048
43372815653,923240550
43372815653,923473345
14131208478,923353470
14131208478,923090901
73261461947,923816899
73261461947,923461853
64240244921,923051357
64240244921,923841536
33024351816,923705913
33024351816,923642889
67891456900,923966697
67891456900,923378125
49652028605,923125169
49652028605,923370543
94174216603,923611112
94174216603,923476481
72872745468,923380162
72872745468,923534672
62956214214,923326744
62956214214,923710471
43577588968,923310605
43577588968,923159342
45235903078,923248558
45235903078,923020619
45918115227,923630917
45918115227,923941386
23454497121,923461998
23454497121,923143072
76418385392,923299905
76418385392,923766409
82932922811,923879707
82932922811,923830225
65464750596,923695631
65464750596,923129437
34754522922,923306610
34754522922,923088228
34701005612,923313001
34701005612,923824588
10220850296,923930888
10220850296,923397470
32873542329,923048520
32873542329,923314962
43527267396,923601291
43527267396,923056412
70320291646,923872805
70320291646,923713245
56987680447,923704709
56987680447,923812175
66531751424,923377383
66531751424,923314936
76729335652,923393335
76729335652,923825312
58306746445,923585547
58306746445,923109348
20130314840,923695128
20130314840,923203789
14121894268,923460072
14121894268,923288076
25604742556,923379848
25604742556,923531762
94908303619,923420291
94908303619,923024150
17202997361,923173912
17202997361,923939260
82159244779,923571746
82159244779,923690880
40596539474,923400464
40596539474,923982202
95825054012,923710471
95825054012,923339680
45042889324,923559827
45042889324,923015774
38284130920,923615898
38284130920,923308796
63000194657,923694995
63000194657,923771810
57485196258,923419255
57485196258,923484155
32383928226,923096940
32383928226,923792425
60552014852,923135054
60552014852,923705821
93409377912,923791302
93409377912,923847007
66653932296,923403644
66653932296,923014203
69586249058,923403115
69586249058,923193370
87773878188,923849414
87773878188,923608697
60776501126,923514754
60776501126,923713330
10420391248,923085799
10420391248,923235398
73948916773,923154122
73948916773,923509658
19585984410,923560983
19585984410,923979764
49383174381,923613833
49383174381,923411481
46865010787,923898945
46865010787,923020191
27863389913,923331868
27863389913,923667060
40443493159,923191622
40443493159,923020191
51581278490,923696433
51581278490,923156386
89143140239,923916852
89143140239,923288840
32989676996,923093349
32989676996,923660222
22771403785,923960341
22771403785,923077957
44961828555,923012067
44961828555,923191524
64299218269,923056161
64299218269,923276939
90550618046,923237308
90550618046,923398842
13331102562,923245146
13331102562,923236406
13514432191,923502921
13514432191,923553262
81754774490,923697136
81754774490,923574268
79569133692,923778577
79569133692,923123074
68016474028,923936875
68016474028,923158452
25327000869,923963311
25327000869,923398689
82820154422,923345931
82820154422,923595178
13634388956,923026255
13634388956,923766930
62325006795,923015774
62325006795,923481227
86424468723,923534194
86424468723,923163727
78758539596,923697295
78758539596,923194286
39617317064,923359123
39617317064,923821148
49899015224,923860050
49899015224,923023356
77029661545,923890915
77029661545,923257344
70415117057,923701322
70415117057,923292355
55366662304,923662166
55366662304,923230295
77787218074,923118645
77787218074,923590719
89059992641,923843338
89059992641,923093446
94389827945,923560983
94389827945,923486525
81067817018,923626726
81067817018,923142859
95562851947,923475360
95562851947,923344777
88741850951,923052725
88741850951,923120218
43893994224,923184063
43893994224,923491274
36609742846,923301011
36609742846,923370112
53294653288,923829695
53294653288,923799352
49809607540,923147385
49809607540,923297163
73156501817,923363636
73156501817,923209977
79084757012,923686851
79084757012,923705913
38554132075,923881182
38554132075,923207488
68350471741,923357726
68350471741,923491192
32821702168,923476481
32821702168,923848993
83523964291,923024756
83523964291,923154181
99866294605,923476152
99866294605,923781413
58828823001,923543153
58828823001,923670108
75840569496,923437879
75840569496,923030396
77554415980,923867206
77554415980,923561165
31898919530,923269353
31898919530,923018475
81467355275,923869400
81467355275,923041899
11822160995,923580012
11822160995,923627047
63220176372,923868159
63220176372,923580562
96328881695,923323120
96328881695,923573745
94759188184,923235590
94759188184,923853721
49139073923,923205183
49139073923,923431918
17233750411,923162495
17233750411,923447765
96019739903,923523998
96019739903,923781413
23325880020,923617053
23325880020,923493032
69174181215,923673567
69174181215,923875786
78804270507,923319047
78804270507,923763793
65008816730,923541352
65008816730,923492298
82099461621,923817706
82099461621,923285156
40753999859,923919930
40753999859,923317383
37777370441,923012678
37777370441,923444649
95914866053,923254250
95914866053,923870422
70474942449,923515367
70474942449,923153866
84564825394,923822066
84564825394,923862150
73737836872,923313652
73737836872,923657750
19815278363,923380930
19815278363,923298642
78147971915,923489476
78147971915,923517636
61938519332,923826422
61938519332,923220434
48881746753,923111760
48881746753,923503828
88987226004,923652681
88987226004,923476481
92121116453,923248474
92121116453,923951970
61912160923,923655252
61912160923,923179307
32120193278,923235478
32120193278,923645266
84038109705,923237956
84038109705,923393004
56984995227,923412465
56984995227,923966697
22187424368,923699625
22187424368,923914634
39597042243,923246433
39597042243,923594206
16377048552,923775255
16377048552,923211549
82697156615,923660964
82697156615,923830654
22041320592,923936619
22041320592,923374136
57382240995,923323891
57382240995,923434101
35533074368,923129959
35533074368,923248514
91072057322,923017827
91072057322,923760094
37642140500,923602022
37642140500,923819247
26388698587,923535984
26388698587,923261077
64690789323,923028498
64690789323,923213367
37445500469,923945488
37445500469,923960760
70692595356,923365302
70692595356,923376318
53022071072,923426831
53022071072,923663345
88977922838,923219152
88977922838,923270842
72259397773,923141225
72259397773,923047784
71594913398,923617174
71594913398,923596445
32348221982,923341672
32348221982,923634690
70992477892,923217753
70992477892,923729486
59844765873,923984215
59844765873,923762504
14985284263,923259018
14985284263,923418494
49298791581,923439407
49298791581,923270041
78605665035,923791985
78605665035,923763244
46719726916,923911740
46719726916,923730527
25363959347,923844772
25363959347,923362871
98456340331,923193351
98456340331,923784503
38022222824,923931118
38022222824,923433137
94121363308,923964418
94121363308,923779226
86773501174,923081952
86773501174,923604466
50305455767,923235830
50305455767,923720149
42819643781,923538185
42819643781,923938183
92984250097,923186880
92984250097,923195616
90422834131,923132197
90422834131,923208622
13098016912,923517378
13098016912,923404904
46701733664,923585547
46701733664,923251312
44783324185,923400464
44783324185,923460628
46628334080,923818577
46628334080,923443764
25801386168,923413962
25801386168,923959364
60824635342,923997039
60824635342,923338024
55700331152,923232163
55700331152,923720149
85472739302,923337572
85472739302,923097538
35814069883,923734389
35814069883,923806441
86083810319,923299947
86083810319,923924292
29842166565,923883703
29842166565,923112200
29035095338,923812451
29035095338,923972985
90025767963,923914190
90025767963,923284914
65679976955,923701699
65679976955,923817183
92919887888,923475685
92919887888,923835120
54943581431,923067012
54943581431,923370601
72379023723,923254934
72379023723,923960264
43655354130,923609261
43655354130,923131097
85021029625,923179143
85021029625,923193025
11319050988,923768369
11319050988,923441955
91707819252,923517636
91707819252,923631710
95713899625,923160076
95713899625,923271737
36615680712,923851187
36615680712,923123730
51939440251,923787206
51939440251,923245293
40114691705,923628449
40114691705,923879595
36995351986,923772555
36995351986,923906925
70504953448,923523000
70504953448,923274490
54591106344,923922604
54591106344,923774872
31910664907,923916508
31910664907,923547233
52472687314,923851187
52472687314,923236406
54935828748,923174439
54935828748,923078676
26217017701,923886519
26217017701,923305481
81748769162,923347571
81748769162,923091959
83300777273,923506258
83300777273,923941663
60399367537,923015774
60399367537,923027550
99868417449,923844742
99868417449,923042808
58310582864,923501600
58310582864,923958068
22263184945,923474252
22263184945,923906673
44641181928,923911740
44641181928,923791985
18605362351,923417829
18605362351,923410471
80426079428,923226989
80426079428,923799098
68986003951,923128359
68986003951,923008829
86954884996,923140299
86954884996,923178071
79503336465,923303360
79503336465,923216291
94869247538,923902708
94869247538,923831238
17353561778,923992929
17353561778,923324048
40989811587,923753890
40989811587,923958355
29197814544,923729030
29197814544,923465225
61103431342,923564462
61103431342,923056590
58176091325,923002030
58176091325,923914763
81199082401,923507887
81199082401,923249492
49969237082,923407133
49969237082,923312914
97700675194,923861828
97700675194,923759663
26670012582,923841655
26670012582,923835008
70296619035,923840745
70296619035,923337442
51478911377,923714149
51478911377,923552209
81220241925,923330866
81220241925,923187058
65931939962,923195796
65931939962,923317510
26098885897,923047645
26098885897,923958667
57381986365,923382614
57381986365,923417560
98972272144,923032378
98972272144,923143666
28726116353,923364726
28726116353,923078676
57184824868,923023356
57184824868,923665410
61527714806,923800019
61527714806,923094789
10359267975,923718760
10359267975,923988359
97605352336,923878300
97605352336,923142036
25183544249,923492298
25183544249,923226325
81035328597,923954258
81035328597,923158452
11892007591,923555647
11892007591,923615540
89474825683,923301553
89474825683,923975767
88483729245,923726910
88483729245,923609126
64453110231,923979109
64453110231,923671678
75199571754,923101675
75199571754,923611112
30646466297,923123176
30646466297,923727216
46755026128,923451184
46755026128,923411553
29361346550,923348677
29361346550,923084370
76535721182,923310605
76535721182,923903575
41805119856,923674872
41805119856,923076963
50099610004,923314507
50099610004,923334562
94010444882,923114932
94010444882,923427778
68117222518,923894562
68117222518,923169959
76785940986,923013258
76785940986,923799098
64654365384,923680244
64654365384,923916533
85607927075,923784335
85607927075,923592834
15803263477,923954258
15803263477,923573745
15170246871,923254175
15170246871,923867565
13386684283,923556283
13386684283,923647802
76969434440,923085799
76969434440,923733706
82702835865,923008387
82702835865,923633201
63399664688,923455314
63399664688,923099054
11356790937,923868882
11356790937,923292062
37815089244,923398689
37815089244,923608355
62522081252,923977364
62522081252,923461853
55720327992,923360986
55720327992,923793099
83573040276,923763466
83573040276,923833677
13040227848,923672187
13040227848,923483977
59144805070,923070318
59144805070,923905472
46946793296,923780681
46946793296,923418494
85430661839,923904630
85430661839,923176474
54241516782,923432342
54241516782,923101675
81147798379,923840546
81147798379,923659820
52891618947,923883586
52891618947,923984969
84157078280,923230086
84157078280,923205774
82281426485,923854535
82281426485,923462316
51779370673,923950479
51779370673,923010623
74475631697,923182221
74475631697,923532388
89478422009,923985185
89478422009,923977540
37994639774,923328693
37994639774,923377383
97119550507,923317383
97119550507,923101675
84268654305,923018432
84268654305,923282832
59505204441,923322146
59505204441,923004679
67626213430,923984969
67626213430,923093078
30462200029,923216575
30462200029,923779789
20373082345,923610667
20373082345,923560989
89941924186,923634455
89941924186,923251379
70412121828,923079276
70412121828,923318946
98777610414,923463458
98777610414,923548101
19957072221,923255826
19957072221,923441738
95327679423,923487786
95327679423,923941665
90380547813,923042369
90380547813,923374851
35362486811,923050082
35362486811,923544290
63740559073,923771810
63740559073,923800056
82157057619,923990271
82157057619,923927714
69666732419,923802658
69666732419,923668930
44634156832,923054045
44634156832,923277026
84246834580,923698782
84246834580,923069447
92815000167,923695432
92815000167,923157270
97986134084,923740721
97986134084,923694450
14309492768,923451312
14309492768,923728071
90541315742,923907323
90541315742,923995332
45039520987,923501726
45039520987,923927187
63191142209,923318392
63191142209,923241277
39483810133,923883246
39483810133,923927679
71284496661,923752361
71284496661,923385999
70056277154,923086275
70056277154,923800268
59728955635,923737048
59728955635,923159113
21517231084,923134601
21517231084,923980202
69118424719,923941386
69118424719,923514133
90259365401,923416739
90259365401,923749076
50833949683,923790235
50833949683,923008193
55310894829,923372504
55310894829,923267278
36373401334,923556171
36373401334,923306657
87017487735,923056797
87017487735,923418494
34811503459,923442877
34811503459,923643670
81912651150,923525010
81912651150,923879076
33197597037,923504992
33197597037,923640045
29928082802,923468891
29928082802,923264134
74683322008,923671678
74683322008,923262169
49688311212,923751681
49688311212,923914231
93357414082,923890915
93357414082,923645266
78585197259,923473192
78585197259,923894312
48475922529,923981038
48475922529,923056630
84596842461,923289597
84596842461,923389030
52366722365,923105184
52366722365,923323768
17827916223,923426736
17827916223,923084845
94301257963,923004676
94301257963,923722738
99674655067,923093446
99674655067,923367656
55119508532,923710471
55119508532,923291820
61212341193,923784321
61212341193,923697584
22450229440,923463571
22450229440,923269663
53647906618,923462316
53647906618,923484655
66373608274,923016414
66373608274,923710471
30882649770,923137793
30882649770,923086996
46113472694,923491414
46113472694,923152084
63201784378,923812382
63201784378,923645266
61826004059,923711691
61826004059,923239094
66468790375,923505018
66468790375,923559740
50868595883,923988359
50868595883,923958667
23879163457,923850774
23879163457,923081920
93309782448,923291933
93309782448,923726224
26738387325,923542862
26738387325,923828957
94004814886,923300641
94004814886,923679297
43180549275,923331554
43180549275,923899404
76118935475,923457368
76118935475,923908360
99384933465,923468891
99384933465,923824901
82364598266,923463884
82364598266,923687666
58531682292,923651337
58531682292,923874205
25565737717,923020191
25565737717,923200074
91326438646,923564462
91326438646,923529485
67847416675,923289735
67847416675,923355704
61866306411,923052725
61866306411,923627865
39083046464,923465374
39083046464,923963570
25028252579,923379848
25028252579,923528808
36378034020,923210297
36378034020,923959545
99659614175,923867206
99659614175,923034033
47802220935,923204799
47802220935,923553262
39470609013,923083321
39470609013,923571608
73432032240,923788320
73432032240,923587063
48480383926,923328564
48480383926,923886519
93458564727,923270183
93458564727,923031372
63363666249,923632487
63363666249,923101446
24920327357,923430931
24920327357,923823067
49298501527,923237498
49298501527,923988610
83679570077,923491597
83679570077,923886495
16184315984,923372350
16184315984,923910132
18881320637,923733129
18881320637,923865964
23026738664,923747161
23026738664,923092770
40528522846,923222537
40528522846,923040417
57684296981,923748018
57684296981,923720149
37603280610,923178894
37603280610,923659947
94605541682,923441738
94605541682,923159113
69926212932,923313465
69926212932,923785945
24076325614,923297073
24076325614,923201518
24586060782,923156319
24586060782,923248474
44850853900,923416779
44850853900,923979109
51420385479,923698616
51420385479,923418278
80767671872,923477598
80767671872,923554371
96912943594,923715657
96912943594,923857820
38421510461,923356010
38421510461,923324888
83562063089,923071966
83562063089,923748692
27043116083,923031676
27043116083,923450882
64967988083,923004944
64967988083,923886697
86710817269,923417801
86710817269,923581391
97836496984,923985999
97836496984,923100014
43272577824,923291629
43272577824,923480006
43330264944,923021023
43330264944,923979257
74658931577,923378410
74658931577,923651606
84402568869,923590750
84402568869,923464268
80135647037,923144469
80135647037,923211776
29813203215,923963311
29813203215,923822521
52558386687,923317510
52558386687,923165776
24674548319,923507887
24674548319,923049985
71202934818,923290691
71202934818,923845549
80207708061,923580239
80207708061,923259912
16721170465,923106717
16721170465,923823648
30879191767,923836658
30879191767,923113114
37245284133,923559740
37245284133,923899919
60244296768,923175765
60244296768,923687789
77470099246,923007666
77470099246,923159644
56828527491,923844772
56828527491,923559241
19813338472,923195616
19813338472,923341073
74002298835,923305589
74002298835,923985415
24767184625,923150899
24767184625,923140280
89177699760,923306316
89177699760,923278905
51714851468,923680781
51714851468,923828957
35380343921,923057992
35380343921,923883403
58071431845,923762019
58071431845,923557846
64798631706,923270213
64798631706,923094789
39895870488,923078801
39895870488,923101364
91098270715,923788593
91098270715,923684546
60512180944,923009457
60512180944,923686858
33669197296,923004578
33669197296,923645266
75180118044,923554508
75180118044,923301553
71111327225,923059909
71111327225,923981672
28566585249,923758326
28566585249,923212143
72597770025,923727431
72597770025,923582475
66261227353,923596445
66261227353,923353453
17578304242,923722897
17578304242,923187011
32539429812,923935157
32539429812,923376318
52813554299,923906673
52813554299,923929778
43407264528,923571985
43407264528,923384343
72731331397,923114970
72731331397,923234339
74902402294,923130454
74902402294,923093936
46918732920,923898341
46918732920,923982202
25358651470,923611608
25358651470,923928970
34694207532,923312871
34694207532,923094362
