CNIC,Caller Number,Activate At
67143124069,923359774,2019-04-10
58950546008,923370611,2019-02-07
27900836560,923279276,2019-04-21
88518789995,923367149,2019-03-23
22280060793,923799098,2019-10-05
96525238687,923917653,2019-06-05
60370632048,923850438,2019-01-09
75269707346,923459875,2019-10-26
41192880914,923688824,2019-03-21
19358672110,923025706,2019-07-28
33677668176,923406837,2019-06-10
48262032807,923078960,2019-08-02
21767347763,923245712,2019-10-16
20707310524,923077718,2019-11-17
51756418304,923116690,2019-06-26
31574632665,923718966,2019-12-10
93389691038,923987787,2019-03-25
21273486318,923445724,2019-12-25
33456816784,923996457,2019-08-09
78283972928,923188087,2019-03-21
44485780958,923943157,2019-10-03
25978402096,923869400,2019-11-28
63791776695,923532553,2019-12-11
87194301452,923858688,2019-09-20
44380911165,923437581,2019-05-03
88337736816,923752875,2019-08-16
24024940834,923401525,2019-07-14
86599310416,923203743,2019-01-09
99723659576,923829695,2019-08-22
33394945025,923715646,2019-11-08
20854559200,923869749,2019-10-08
28224436860,923823163,2019-11-21
14953135550,923350447,2019-12-29
83134704838,923778215,2019-02-09
16428270911,923429268,2019-03-27
25297360585,923780276,2019-07-15
49724602628,923194908,2019-02-20
61567109310,923979224,2019-11-20
11449386537,923275495,2019-12-04
75549918989,923456621,2019-02-03
96480066829,923667647,2019-03-02
98398465887,923117488,2019-10-08
31562393299,923585157,2019-07-20
98603364030,923083833,2019-06-04
24592386975,923475296,2019-05-07
97486989467,923663095,2019-04-20
83134760452,923599804,2019-03-27
78151304967,923285425,2019-04-14
59472581912,923502342,2019-08-14
99417900608,923673324,2019-07-20
39195541316,923699625,2019-07-24
46152065227,923121179,2019-03-11
52493321513,923105900,2019-10-18
98753015866,923850811,2019-11-04
31865464038,923921864,2019-09-09
77672857711,923769463,2019-02-24
50113937521,923481523,2019-04-06
13124992083,923603870,2019-11-16
30119307387,923187011,2019-11-21
64490682082,923133674,2019-05-18
56377012235,923609516,2019-11-20
95780509287,923768358,2019-10-30
14052415065,923403733,2019-08-25
25998730328,923939038,2019-09-02
92275601792,923216458,2019-09-12
98655537540,923380162,2019-01-30
99999529926,923924200,2019-06-21
92671651850,923855736,2019-06-30
84721531726,923007164,2019-02-10
87484091337,923220103,2019-07-14
37478356731,923933424,2019-01-18
53576236083,923204925,2019-04-18
10431076903,923623945,2019-11-18
58705000065,923857442,2019-01-02
23652403548,923419544,2019-05-31
53657321402,923646968,2019-04-13
60817551189,923158276,2019-08-01
76924103417,923931777,2019-07-23
87569955097,923256727,2019-01-24
54416372202,923613881,2019-01-19
12622613331,923982724,2019-05-10
71486497382,923859763,2019-03-19
61205905668,923072493,2019-10-02
85045119695,923120136,2019-05-21
22172591241,923474424,2019-08-21
17203030728,923716001,2019-06-13
62703303247,923262947,2019-02-23
25261648553,923915469,2019-02-21
97450181590,923852101,2019-07-22
93307901318,923449787,2019-05-24
32743762354,923967490,2019-07-02
69042632755,923550626,2019-03-08
35438515875,923673326,2019-08-05
23012596317,923024433,2019-12-31
88237796201,923716963,2019-02-09
90915663696,923573741,2019-05-14
17926173058,923728071,2019-10-19
88200629664,923867565,2019-06-11
64081911460,923388395,2019-04-14
78154572279,923772515,2019-12-20
22484980055,923529960,2019-12-24
33048129768,923209291,2019-07-22
22456703093,923150535,2019-07-23
83908298280,923886495,2019-03-13
82111999762,923367291,2019-04-02
14090222699,923341672,2019-12-09
12915667786,923660882,2019-10-24
90166753690,923513266,2019-07-05
42170737708,923591397,2019-01-26
48406243227,923046588,2019-08-14
65135275224,923273577,2019-02-15
72021748893,923602736,2019-05-11
17984133721,923913648,2019-04-04
59883206382,923210297,2019-07-24
36083880490,923549458,2019-07-09
67110377293,923546450,2019-03-16
27518826435,923764074,2019-08-18
97919276903,923745043,2019-05-22
88264149732,923892449,2019-05-12
74161965313,923433881,2019-07-08
63803396014,923841536,2019-05-10
14309885840,923572778,2019-04-04
18642868280,923375561,2019-06-18
27204327364,923227175,2019-07-03
39156948242,923572481,2019-01-08
25430445881,923305418,2019-03-30
76000740233,923117740,2019-12-05
77546116959,923956850,2019-10-29
85979751332,923935265,2019-09-29
96927065438,923160572,2019-09-07
98155143930,923575009,2019-11-10
71740036961,923644646,2019-01-17
76024122952,923860050,2019-11-23
78185426587,923241452,2019-08-08
86097317061,923714149,2019-01-13
75856458035,923251379,2019-06-18
56427624511,923762217,2019-06-06
31148520016,923793251,2019-01-03
73897609672,923750081,2019-11-25
26476329973,923326274,2019-01-08
92135108752,923602022,2019-09-10
72662717609,923978087,2019-07-27
47719239962,923096309,2019-11-02
55949067362,923291933,2019-07-19
40508868238,923000153,2019-11-16
37530334121,923337214,2019-07-23
63805350914,923297897,2019-01-17
29604831600,923817223,2019-08-17
72701272558,923647802,2019-06-25
87911179402,923827140,2019-10-15
35563464144,923856178,2019-02-24
55886666131,923007601,2019-10-12
59777030141,923912321,2019-09-01
90111492379,923762504,2019-06-27
31336569427,923665396,2019-12-26
29930974481,923365458,2019-07-20
31873771492,923363042,2019-01-17
85601881242,923802687,2019-06-04
87087562671,923050584,2019-07-27
52688834993,923460633,2019-01-25
57872276582,923671543,2019-02-10
21726494913,923952634,2019-03-26
28428180971,923105184,2019-06-13
41122562951,923416739,2019-08-05
13711343924,923954258,2019-07-29
54946555407,923946965,2019-08-16
37787662176,923097763,2019-05-05
48643188933,923646364,2019-04-02
36434733951,923394032,2019-01-12
47946022205,923143221,2019-04-28
72852821561,923652318,2019-10-31
61434508793,923330728,2019-03-12
18799645047,923482748,2019-02-20
16005946661,923939857,2019-02-17
48551727076,923533417,2019-01-15
24989162377,923545994,2019-08-13
32852912795,923123730,2019-12-05
43622575549,923819587,2019-10-03
47846414543,923513791,2019-04-03
82830147536,923401903,2019-08-12
37977783295,923999129,2019-05-06
43529147637,923637271,2019-03-02
82563153157,923928054,2019-07-18
48505896555,923200498,2019-03-23
48266151756,923005739,2019-12-20
11390682666,923508288,2019-04-22
93795573099,923568148,2019-04-06
28113825295,923359123,2019-12-05
74889201785,923066018,2019-08-22
49185020628,923193535,2019-05-26
79815754724,923078483,2019-07-02
77161092160,923777038,2019-06-19
37262097309,923118041,2019-08-14
79733313043,923446254,2019-11-03
42178665879,923072281,2019-06-23
61992839044,923175765,2019-10-12
71147383005,923697574,2019-12-24
91598183167,923171763,2019-10-05
52565512069,923300863,2019-10-31
28857578482,923845674,2019-04-08
49490269145,923757572,2019-03-23
90556546779,923608355,2019-01-12
52665738448,923112624,2019-04-21
34318135850,923608587,2019-02-08
49699915892,923275040,2019-03-14
22873913379,923461998,2019-06-12
73396214019,923978812,2019-10-12
20494915490,923436655,2019-01-11
16257314309,923685626,2019-11-04
27396995380,923156386,2019-01-18
86922599218,923122103,2019-01-11
54140857518,923147825,2019-11-19
65387909877,923240544,2019-07-20
39904168853,923989439,2019-05-22
36204069418,923635916,2019-12-28
66651377937,923287792,2019-03-15
62455365382,923941386,2019-02-12
12462705515,923984357,2019-10-03
98639742080,923927863,2019-10-21
26511233284,923775512,2019-11-16
32212474335,923373064,2019-06-13
82395640525,923913882,2019-11-19
77688463422,923240122,2019-08-30
97980950426,923142859,2019-09-12
46751226673,923215486,2019-09-29
78071338328,923130320,2019-07-25
44666483357,923618051,2019-05-17
21842868328,923560989,2019-11-15
49260436538,923457368,2019-05-03
39908058371,923620879,2019-04-15
50004190935,923475373,2019-06-15
42730745941,923266320,2019-11-29
81740823052,923824636,2019-03-19
64002505236,923795481,2019-12-01
86843694347,923951220,2019-06-15
65918616257,923959152,2019-07-09
30874538184,923083321,2019-12-21
25142421180,923610667,2019-12-03
18839610443,923220434,2019-03-30
87268897820,923519740,2019-06-28
28304023656,923492298,2019-08-09
78529432462,923086996,2019-02-19
33839740411,923015434,2019-03-15
20659526946,923660222,2019-12-01
37447586470,923841193,2019-12-05
49666252044,923762019,2019-05-21
64392781885,923472852,2019-11-16
56277855676,923088979,2019-01-26
80976442780,923316653,2019-08-04
36069321705,923520028,2019-11-08
73897978567,923086548,2019-05-02
40643824247,923051357,2019-06-02
95430499887,923757768,2019-06-23
32583776168,923752361,2019-11-24
47963257604,923893246,2019-02-16
10946190431,923012205,2019-04-12
36559661508,923848476,2019-04-21
98688193382,923781413,2019-04-21
44967785935,923627155,2019-01-05
56080361631,923890202,2019-09-10
97548599806,923515729,2019-09-14
46674219356,923671678,2019-02-10
41588289357,923182482,2019-04-13
10163216542,923056814,2019-01-17
57454503470,923165771,2019-05-26
27185391394,923259207,2019-01-06
76857578657,923636652,2019-07-03
99791128058,923174749,2019-11-21
18104525705,923200056,2019-03-16
85750617569,923631666,2019-07-10
98519823083,923106380,2019-04-07
43193456259,923774912,2019-04-23
51741284036,923195616,2019-02-13
90207671788,923502523,2019-06-13
91735869870,923547767,2019-10-30
34687367292,923666670,2019-09-06
19311505366,923065779,2019-03-28
38703623955,923847254,2019-07-17
81035870420,923314172,2019-03-09
37222442146,923157633,2019-10-02
94409633544,923590101,2019-02-20
78682294269,923608791,2019-06-03
13349461008,923313361,2019-06-05
61748743206,923842474,2019-03-31
78308958214,923239091,2019-10-19
52661198304,923389235,2019-04-24
79230950914,923553262,2019-08-27
72851254276,923204777,2019-01-17
60612658251,923356686,2019-07-13
74828132945,923770049,2019-10-23
55243366009,923400464,2019-12-03
70450898060,923050194,2019-06-21
39508003508,923736617,2019-11-27
95099306836,923313268,2019-10-31
71995415311,923306009,2019-03-18
77960844914,923838418,2019-09-26
65520445897,923040119,2019-05-20
41483773039,923778096,2019-10-24
91368335254,923214801,2019-08-01
39751521212,923213893,2019-06-02
46795087271,923484249,2019-05-21
18291345618,923263922,2019-07-24
90052311683,923031015,2019-05-07
34350336763,923604099,2019-09-29
20324228934,923264134,2019-05-11
17168159029,923964605,2019-08-18
97435462061,923768594,2019-10-07
99739642540,923129007,2019-01-20
95382926878,923390419,2019-06-29
61114229243,923687789,2019-10-01
49745797012,923879575,2019-08-31
83783606848,923442433,2019-01-21
64715309022,923215757,2019-08-24
78102166226,923746419,2019-08-08
19391635418,923387807,2019-12-11
22879075197,923691738,2019-11-11
71830630074,923086275,2019-06-29
57808401904,923657272,2019-12-10
62843529304,923907323,2019-10-19
18437916283,923816899,2019-09-19
31070123951,923364469,2019-07-28
31898678571,923674815,2019-02-25
44667377919,923007109,2019-03-28
16767788379,923875032,2019-04-10
36173960409,923159644,2019-09-01
50823630313,923953720,2019-12-30
91962293067,923522926,2019-04-08
28362032362,923631710,2019-04-26
46644088335,923652600,2019-02-18
86638202584,923144596,2019-03-25
38779850373,923814583,2019-04-14
68791917866,923139609,2019-04-30
79936971783,923701824,2019-04-04
45585586673,923039343,2019-05-14
18839080334,923023126,2019-04-19
79551797800,923923213,2019-04-04
86384805302,923407429,2019-08-25
50846553487,923930888,2019-11-27
61156541386,923752387,2019-03-02
47572336002,923313158,2019-06-20
49490230109,923981038,2019-03-23
59583499550,923403327,2019-10-31
50408729183,923541753,2019-01-25
23702378459,923780355,2019-10-22
56640181913,923308282,2019-01-07
70908741443,923975911,2019-10-19
44007702426,923650157,2019-11-28
55806556019,923000485,2019-10-20
12658148342,923550090,2019-08-18
32252929352,923923161,2019-08-05
24675082614,923251599,2019-03-12
69532228429,923984215,2019-05-05
33143179612,923726733,2019-04-26
97962963295,923584951,2019-10-25
14406845787,923144018,2019-07-01
31648817885,923274915,2019-10-22
28504087666,923466587,2019-08-30
71480513649,923784791,2019-07-25
10142113345,923037301,2019-09-05
92299491008,923301011,2019-10-05
33852637168,923637553,2019-12-30
82867206202,923877948,2019-03-30
83266067081,923974144,2019-07-26
47910474399,923489771,2019-08-02
51065834774,923602393,2019-06-24
41203731932,923739856,2019-10-22
20999045505,923474051,2019-08-30
26700781832,923457644,2019-07-06
66808458839,923273536,2019-02-10
74785522805,923860912,2019-02-16
28309294045,923270630,2019-04-27
31317067048,923570733,2019-06-04
39935981073,923306316,2019-12-08
81503692850,923758865,2019-04-12
50733630570,923042258,2019-12-24
96094071482,923780681,2019-11-09
82555194755,923187153,2019-01-19
26325218270,923142036,2019-03-16
46458610662,923245623,2019-07-26
59366568905,923132989,2019-05-04
90172628933,923515447,2019-12-26
52886231211,923075877,2019-07-14
53815302246,923607623,2019-03-21
60877534804,923131184,2019-12-09
99805794951,923463884,2019-09-19
71485408579,923422770,2019-03-20
76122334774,923322761,2019-06-08
39134486306,923986843,2019-06-17
81240070549,923878046,2019-03-28
24352573382,923426072,2019-04-03
81515306730,923707165,2019-09-14
29424974729,923302269,2019-10-13
82648810869,923360986,2019-12-19
43918938111,923219694,2019-05-18
54814997088,923614129,2019-11-25
13332299899,923174085,2019-12-19
16583801128,923625998,2019-03-03
58736581537,923595178,2019-02-27
19847044183,923581870,2019-05-27
50614348274,923115294,2019-10-02
18066998836,923386339,2019-08-13
15251872803,923024756,2019-01-31
93085859837,923906394,2019-06-27
39786273200,923447551,2019-07-22
15190825031,923966639,2019-01-12
22877573312,923901200,2019-03-09
20516204988,923567918,2019-06-04
79219926717,923927187,2019-12-14
97820416406,923366761,2019-10-31
23359976299,923845549,2019-02-15
76754178266,923150861,2019-10-07
42170148681,923326002,2019-05-07
41386148285,923912725,2019-05-19
60556638301,923247012,2019-02-10
51373547814,923628504,2019-03-15
20922015686,923982202,2019-07-10
44602508241,923758603,2019-07-30
48664333220,923006819,2019-03-06
47020602747,923267788,2019-02-07
92568468718,923766409,2019-02-17
22926647994,923332862,2019-08-17
39421968592,923165678,2019-01-21
49395606575,923715144,2019-12-10
83418885403,923448201,2019-01-09
38192114576,923556777,2019-06-20
32129529040,923122419,2019-11-13
56096072749,923073184,2019-07-29
65977476449,923999902,2019-09-25
30736899237,923215632,2019-07-10
89683147693,923679297,2019-12-18
49382504313,923018475,2019-04-09
42408884453,923420670,2019-04-10
77280192122,923883151,2019-07-11
37204372310,923442799,2019-11-09
46902940708,923135417,2019-05-12
49478957166,923700294,2019-05-25
84431966780,923466862,2019-11-28
48366668521,923150813,2019-11-24
88376827522,923771382,2019-04-25
88741365280,923263242,2019-12-12
70840080727,923338024,2019-02-18
79906079868,923634854,2019-12-27
40784884419,923697432,2019-03-02
35669504434,923568152,2019-09-16
33928210669,923508247,2019-08-02
81749991644,923202819,2019-08-02
73540125502,923219152,2019-07-25
43612222982,923733135,2019-07-20
28529635389,923895370,2019-07-02
44190964042,923729648,2019-04-02
77267384860,923397749,2019-05-22
86701267999,923137187,2019-06-26
23830756440,923054588,2019-01-13
77532141426,923982802,2019-04-06
20917328718,923154181,2019-04-17
13835131302,923736526,2019-02-07
81530494396,923580012,2019-08-20
12748910084,923812451,2019-06-17
73874885774,923114818,2019-02-21
37129608809,923732553,2019-05-21
12996975351,923825838,2019-03-25
70941028567,923970648,2019-10-23
33944973822,923010217,2019-04-26
39448175695,923414510,2019-02-22
87021856186,923628912,2019-08-03
77897013836,923682918,2019-04-25
64253667103,923694450,2019-04-04
20717372912,923326598,2019-06-19
18344512984,923767557,2019-05-02
47747704131,923380629,2019-08-23
19065800614,923660258,2019-01-18
13989874004,923708309,2019-02-24
28365392978,923080033,2019-04-09
43874640769,923070318,2019-10-07
61529824209,923125169,2019-01-23
38145318759,923523000,2019-06-15
18879870523,923175805,2019-09-21
89029098182,923058477,2019-10-07
29034931647,923381633,2019-12-24
75266414301,923319107,2019-03-25
73280539525,923411271,2019-11-29
84832508838,923020191,2019-07-25
94542687661,923376891,2019-10-26
34575521600,923404873,2019-02-27
73702239289,923613833,2019-02-07
82125655333,923479183,2019-10-17
20496689548,923225460,2019-06-01
19396786556,923476578,2019-04-08
51087125566,923045963,2019-05-22
18262522653,923688825,2019-02-02
50491561266,923261803,2019-12-26
10276639561,923322548,2019-01-03
42928650143,923008657,2019-03-17
93606776823,923799414,2019-04-20
26494549002,923222510,2019-06-20
71726805373,923782072,2019-02-19
32032619674,923852899,2019-12-21
70099579836,923067343,2019-06-12
90580133816,923269332,2019-08-09
70699355353,923735045,2019-12-17
52176220862,923315195,2019-09-10
64621007922,923914389,2019-04-26
60640839492,923228316,2019-10-30
49378441139,923987488,2019-09-05
20455434041,923646075,2019-03-22
78435953170,923101364,2019-12-17
81374137760,923885193,2019-06-13
45005324985,923183552,2019-10-16
38692923199,923758326,2019-04-04
75355535194,923626112,2019-07-22
79444758117,923385879,2019-01-25
99993647059,923336577,2019-05-28
46239765411,923635369,2019-09-20
67369442846,923483749,2019-08-05
83528369964,923705913,2019-08-16
23434487967,923767007,2019-04-04
42555907512,923156985,2019-10-31
61902691470,923873277,2019-10-23
33614041752,923778897,2019-04-21
40498083327,923392672,2019-02-05
70397947724,923633202,2019-03-26
89793143479,923755136,2019-02-09
63108978008,923587331,2019-05-20
60936294662,923041330,2019-01-01
49662989544,923564392,2019-06-01
87959096738,923657750,2019-10-10
17338745020,923078546,2019-05-11
79685804725,923537334,2019-11-17
74003545064,923180030,2019-03-03
42317801221,923945275,2019-06-02
84160234977,923171675,2019-03-22
42252696562,923792425,2019-02-26
95856224251,923628449,2019-05-13
15822882068,923596445,2019-10-26
23487969968,923440905,2019-11-06
48996171500,923468713,2019-05-01
64099171975,923335412,2019-09-05
78250260806,923415029,2019-01-28
62168255086,923077965,2019-04-16
45976121266,923179307,2019-09-17
66384561153,923159234,2019-08-14
38905449417,923230732,2019-03-17
14286774818,923533075,2019-10-13
84843601559,923797335,2019-10-29
97335008896,923950124,2019-08-14
27021356985,923028917,2019-02-12
24655783851,923079467,2019-09-30
15402955772,923750075,2019-05-04
21573068974,923941195,2019-04-06
55109476909,923395057,2019-06-16
51857459957,923504127,2019-06-03
53399924085,923394595,2019-12-30
87524258424,923719534,2019-04-11
14772745563,923659841,2019-04-26
39077375751,923478812,2019-12-23
98072915514,923465753,2019-11-27
19165718809,923952068,2019-03-29
64225965059,923119633,2019-10-06
41928438642,923018432,2019-10-16
79057325155,923692446,2019-11-15
57896714964,923144644,2019-11-14
71020765863,923680781,2019-05-27
84654456411,923137483,2019-12-26
29560651816,923384343,2019-01-26
79229442229,923283610,2019-04-17
90276327507,923417829,2019-11-04
83951250067,923441955,2019-10-26
63488490750,923957717,2019-12-04
11670792369,923055475,2019-08-03
49727325787,923763941,2019-01-06
45232231267,923355758,2019-11-20
24652628741,923455613,2019-09-10
27744540147,923197252,2019-10-30
30180621972,923852958,2019-10-12
20864452553,923507887,2019-07-22
46321086137,923952806,2019-05-17
54328005264,923889188,2019-03-10
77961410733,923080883,2019-01-02
64139846472,923262941,2019-04-04
49409649639,923850382,2019-08-02
44080705481,923566642,2019-10-30
53704987514,923071026,2019-01-25
58605228016,923077957,2019-10-08
73978911186,923437673,2019-02-27
38212375186,923704709,2019-03-21
18314433789,923176150,2019-12-22
31957827907,923741311,2019-03-30
72037236689,923492879,2019-03-31
87983566394,923911740,2019-01-04
73413046853,923478237,2019-05-25
76681592532,923944907,2019-05-28
41073803561,923321225,2019-08-14
11625186483,923271359,2019-05-27
24013520002,923056187,2019-07-30
62134633776,923632722,2019-02-24
28724955804,923608207,2019-11-05
51017927130,923173912,2019-05-06
44080636596,923028498,2019-09-06
41158528029,923583868,2019-03-16
24623421200,923817044,2019-01-15
15090914437,923292355,2019-11-14
64374884524,923221504,2019-05-08
71091625402,923402501,2019-02-01
83142226370,923964888,2019-04-13
64360173044,923331798,2019-02-16
60574236262,923559740,2019-01-21
81815156232,923434101,2019-12-27
20186488399,923514754,2019-10-13
61500239262,923199120,2019-12-26
19440686926,923461449,2019-12-19
40839844875,923677276,2019-05-16
64832904954,923830225,2019-03-15
24633085742,923768369,2019-12-05
69453406420,923344572,2019-04-18
63122621353,923747588,2019-02-01
90684266169,923669073,2019-04-27
10463179322,923123681,2019-08-20
29288375427,923240651,2019-02-01
33496682054,923168103,2019-12-31
70245321958,923924295,2019-12-05
55411981239,923231388,2019-07-07
67124135110,923292283,2019-02-15
96550074521,923902090,2019-09-28
95146933141,923589626,2019-12-24
87081534929,923657217,2019-07-04
69314601466,923234525,2019-12-04
71277055740,923879088,2019-10-06
72915627275,923163256,2019-10-06
63794700577,923820166,2019-10-03
64840831541,923960341,2019-07-24
41149279029,923102819,2019-09-28
59425933921,923639060,2019-08-03
82316175611,923424941,2019-01-09
72427166215,923058470,2019-05-05
94644234680,923108244,2019-02-18
92368346871,923384258,2019-01-11
35066106479,923113219,2019-05-12
21717292971,923324586,2019-10-01
63605475269,923841773,2019-10-23
40605794656,923604466,2019-06-08
61872320903,923079598,2019-06-05
50733156787,923216617,2019-06-04
68447933725,923425518,2019-01-13
69653655394,923981421,2019-10-08
82424518811,923182671,2019-09-26
92255784971,923546561,2019-05-09
33599307789,923580866,2019-09-15
31541535119,923986657,2019-08-24
70283638570,923304812,2019-03-19
63648620298,923866255,2019-09-26
19552705850,923158765,2019-08-04
77219279211,923519698,2019-03-05
43684928731,923572932,2019-08-29
99279948796,923357085,2019-09-29
30446786195,923294686,2019-02-27
84177938611,923264266,2019-05-27
46965420011,923581391,2019-07-30
67425329748,923844141,2019-08-11
20711318754,923497632,2019-03-11
52747625169,923336158,2019-08-19
50359894855,923273330,2019-05-21
36368426476,923778576,2019-10-02
19900949666,923139780,2019-07-14
38466272702,923775248,2019-01-12
52320928081,923327146,2019-03-08
43372815653,923652384,2019-05-04
14131208478,923795353,2019-08-09
73261461947,923947915,2019-12-18
64240244921,923178066,2019-06-22
33024351816,923123176,2019-04-07
67891456900,923648043,2019-05-02
49652028605,923221327,2019-10-29
94174216603,923006230,2019-07-20
72872745468,923844637,2019-06-18
62956214214,923483262,2019-07-22
43577588968,923046563,2019-08-22
45235903078,923432342,2019-08-03
45918115227,923868244,2019-05-07
23454497121,923032996,2019-10-29
76418385392,923594206,2019-05-01
82932922811,923995411,2019-03-11
65464750596,923107374,2019-05-04
34754522922,923462464,2019-01-05
34701005612,923131705,2019-07-19
10220850296,923368311,2019-08-06
32873542329,923016414,2019-11-12
43527267396,923565868,2019-11-29
70320291646,923311931,2019-12-30
56987680447,923631201,2019-07-20
66531751424,923795775,2019-09-25
76729335652,923104994,2019-08-07
58306746445,923084503,2019-12-14
20130314840,923974470,2019-08-03
14121894268,923309231,2019-08-14
25604742556,923127452,2019-11-23
94908303619,923183208,2019-07-20
17202997361,923960833,2019-09-24
82159244779,923262570,2019-04-18
40596539474,923471866,2019-10-17
95825054012,923500108,2019-05-24
45042889324,923017474,2019-11-30
38284130920,923786366,2019-03-21
63000194657,923021023,2019-02-22
57485196258,923972985,2019-10-27
32383928226,923664404,2019-01-03
60552014852,923647803,2019-02-02
93409377912,923340581,2019-05-23
66653932296,923813970,2019-04-21
69586249058,923936664,2019-03-12
87773878188,923367807,2019-08-10
60776501126,923850217,2019-12-14
10420391248,923303337,2019-02-22
73948916773,923551431,2019-11-01
19585984410,923290406,2019-08-01
49383174381,923079189,2019-01-25
46865010787,923050093,2019-08-27
27863389913,923744968,2019-09-01
40443493159,923903014,2019-03-24
51581278490,923779623,2019-11-08
89143140239,923397470,2019-04-21
32989676996,923407133,2019-10-04
22771403785,923563056,2019-05-14
44961828555,923463319,2019-02-27
64299218269,923491300,2019-08-07
90550618046,923288506,2019-03-29
13331102562,923978237,2019-06-17
13514432191,923024524,2019-05-22
81754774490,923552209,2019-06-23
79569133692,923409130,2019-08-16
68016474028,923930544,2019-04-27
25327000869,923383612,2019-04-10
82820154422,923298215,2019-08-26
13634388956,923549772,2019-07-08
62325006795,923776467,2019-01-03
86424468723,923978195,2019-07-03
78758539596,923595336,2019-06-19
39617317064,923798086,2019-05-30
49899015224,923248558,2019-03-15
77029661545,923467739,2019-03-25
70415117057,923004676,2019-03-11
55366662304,923068406,2019-05-19
77787218074,923993736,2019-09-22
89059992641,923269135,2019-11-14
94389827945,923021734,2019-10-02
81067817018,923132742,2019-11-29
95562851947,923371540,2019-11-05
88741850951,923283200,2019-03-29
43893994224,923044783,2019-04-16
36609742846,923623590,2019-05-06
53294653288,923865205,2019-11-16
49809607540,923700833,2019-04-01
73156501817,923868900,2019-09-20
79084757012,923846422,2019-06-16
38554132075,923532219,2019-12-04
68350471741,923605189,2019-02-20
32821702168,923420253,2019-11-18
83523964291,923065633,2019-01-08
99866294605,923925398,2019-08-17
58828823001,923685603,2019-06-09
75840569496,923190748,2019-04-23
77554415980,923792453,2019-03-08
31898919530,923965771,2019-12-24
81467355275,923607819,2019-07-12
11822160995,923601045,2019-05-30
63220176372,923923285,2019-01-21
96328881695,923218190,2019-10-09
94759188184,923668930,2019-10-19
49139073923,923785875,2019-03-22
17233750411,923296432,2019-06-06
96019739903,923988565,2019-01-14
23325880020,923806154,2019-01-15
69174181215,923358496,2019-08-14
78804270507,923985999,2019-06-25
65008816730,923678371,2019-04-14
82099461621,923687953,2019-10-16
40753999859,923521456,2019-12-20
37777370441,923765537,2019-02-09
95914866053,923823067,2019-04-03
70474942449,923368320,2019-08-28
84564825394,923144098,2019-10-20
73737836872,923047152,2019-02-25
19815278363,923517216,2019-12-22
78147971915,923286503,2019-01-20
61938519332,923636567,2019-07-11
48881746753,923636683,2019-08-06
88987226004,923786483,2019-12-01
92121116453,923230023,2019-12-04
61912160923,923935918,2019-04-27
32120193278,923376232,2019-07-25
84038109705,923822066,2019-03-31
56984995227,923017820,2019-02-10
22187424368,923693614,2019-12-29
39597042243,923031676,2019-05-24
16377048552,923117780,2019-11-16
82697156615,923905646,2019-10-08
22041320592,923052536,2019-06-25
57382240995,923687635,2019-04-13
35533074368,923490688,2019-09-22
91072057322,923466765,2019-08-20
37642140500,923700375,2019-02-04
26388698587,923051635,2019-03-08
64690789323,923132300,2019-05-16
37445500469,923617053,2019-02-08
70692595356,923417912,2019-03-16
53022071072,923659592,2019-05-13
88977922838,923081959,2019-02-26
72259397773,923019953,2019-04-19
71594913398,923328792,2019-10-08
32348221982,923089824,2019-12-16
70992477892,923034938,2019-07-22
59844765873,923613901,2019-10-03
14985284263,923291058,2019-07-01
49298791581,923203789,2019-05-03
78605665035,923327368,2019-06-18
46719726916,923530787,2019-03-29
25363959347,923953495,2019-07-11
98456340331,923873325,2019-07-09
38022222824,923637070,2019-01-22
94121363308,923794440,2019-06-25
86773501174,923324931,2019-12-01
50305455767,923610017,2019-08-13
42819643781,923085231,2019-09-17
92984250097,923718672,2019-04-17
90422834131,923269663,2019-08-19
13098016912,923687428,2019-04-19
46701733664,923658606,2019-12-25
44783324185,923055330,2019-06-27
46628334080,923638799,2019-08-13
25801386168,923186602,2019-05-21
60824635342,923077665,2019-01-21
55700331152,923267108,2019-07-03
85472739302,923936875,2019-11-06
35814069883,923689059,2019-03-06
86083810319,923054912,2019-04-24
29842166565,923764356,2019-06-27
29035095338,923264419,2019-11-26
90025767963,923145622,2019-04-15
65679976955,923566643,2019-04-16
92919887888,923991660,2019-06-18
54943581431,923043094,2019-11-12
72379023723,923358853,2019-11-17
43655354130,923272018,2019-12-11
85021029625,923914401,2019-07-04
11319050988,923382345,2019-03-15
91707819252,923682988,2019-09-07
95713899625,923090901,2019-10-06
36615680712,923890706,2019-08-10
51939440251,923106147,2019-09-15
40114691705,923607742,2019-02-18
36995351986,923619551,2019-08-21
70504953448,923754015,2019-09-13
54591106344,923205343,2019-10-17
31910664907,923583716,2019-11-13
52472687314,923782670,2019-01-27
54935828748,923085999,2019-12-17
26217017701,923351187,2019-11-27
81748769162,923162440,2019-03-23
83300777273,923662169,2019-08-08
60399367537,923550975,2019-10-29
99868417449,923731522,2019-05-30
58310582864,923203853,2019-08-25
22263184945,923954390,2019-11-14
44641181928,923707014,2019-02-27
18605362351,923687666,2019-03-30
80426079428,923771619,2019-04-12
68986003951,923657599,2019-08-09
86954884996,923368087,2019-03-04
79503336465,923730782,2019-10-13
94869247538,923554326,2019-11-13
17353561778,923028458,2019-05-14
40989811587,923182221,2019-09-12
29197814544,923332901,2019-12-31
61103431342,923542719,2019-02-18
58176091325,923854679,2019-07-22
